Participant_ID,Age_Group,Cognitive_Level,Game_Session_ID,Time_Spent,Total_Actions,Correct_Responses,Incorrect_Responses,Hint_Usage,Game_Completion_Status,Engagement_Level,Eye_Tracking_Focus_Duration,Touch_Interactions,Facial_Expression_Sentiment,Reaction_Time,Museum_Exhibit_Type,Crowd_Level,Performance_Level
P478,3-5,Advanced,S478,297,79,78,1,3,0,High,9.83,19,Happy,1.4,Physical Display,Medium,Optimal
P479,6-8,Developing,S479,490,17,3,14,0,0,Medium,7.07,42,Happy,2.92,Physical Display,Medium,Struggling
P480,3-5,Early,S480,543,51,36,15,1,0,Low,24.67,27,Neutral,1.8,VR-based,Medium,Disengaged
P481,6-8,Advanced,S481,117,36,6,30,2,0,Medium,9.67,20,Happy,0.86,Physical Display,High,Struggling
P482,6-8,Early,S482,580,93,69,24,5,1,High,18.94,6,Neutral,0.65,VR-based,High,Optimal
P483,9-12,Developing,S483,478,50,24,26,2,0,Medium,28.81,37,Neutral,2.26,Physical Display,High,Struggling
P484,3-5,Advanced,S484,343,18,8,10,5,0,Medium,15.19,33,Frustrated,0.61,AR-based,Medium,Struggling
P485,3-5,Developing,S485,550,37,24,13,1,0,High,6.12,34,Neutral,1.37,Physical Display,Medium,Struggling
P486,9-12,Advanced,S486,337,59,53,6,5,1,High,17.46,50,Happy,1.19,VR-based,High,Optimal
P487,3-5,Early,S487,191,19,7,12,3,1,Medium,22.96,6,Frustrated,2.69,Physical Display,Medium,Struggling
P488,9-12,Advanced,S488,282,35,0,35,4,1,Low,20.64,34,Frustrated,1.89,AR-based,Medium,Disengaged
P489,6-8,Developing,S489,46,73,36,37,2,0,Medium,13.58,42,Neutral,1.38,Physical Display,Low,Disengaged
P490,6-8,Developing,S490,404,13,1,12,1,1,High,19.6,9,Happy,2.17,VR-based,High,Struggling
P491,3-5,Early,S491,580,37,13,24,2,1,Medium,26.56,33,Neutral,2.08,AR-based,Medium,Struggling
P492,3-5,Early,S492,530,71,46,25,3,0,High,23.31,7,Frustrated,2.59,AR-based,Low,Struggling
P493,3-5,Early,S493,164,90,3,87,2,1,Low,29.52,9,Happy,2.38,VR-based,Low,Disengaged
P494,9-12,Advanced,S494,436,54,45,9,5,0,Medium,14.45,19,Frustrated,1.93,VR-based,High,Struggling
P495,6-8,Developing,S495,189,22,2,20,2,0,Low,29.21,15,Frustrated,2.17,AR-based,Low,Disengaged
P496,6-8,Developing,S496,411,15,12,3,0,1,High,15.09,33,Neutral,1.88,VR-based,Medium,Optimal
P497,6-8,Advanced,S497,427,24,20,4,0,1,High,27.08,27,Frustrated,2.51,Physical Display,High,Optimal
P498,9-12,Developing,S498,117,56,44,12,2,1,High,17.09,47,Neutral,2.03,VR-based,High,Optimal
P499,9-12,Early,S499,349,78,78,0,1,0,High,6.6,12,Frustrated,2.33,Physical Display,Low,Optimal
P500,9-12,Early,S500,63,25,15,10,4,0,High,7.07,38,Frustrated,0.69,AR-based,Low,Struggling
P501,9-12,Developing,S501,181,78,62,16,0,1,Low,29.39,14,Frustrated,1.14,Physical Display,Low,Disengaged
P502,6-8,Advanced,S502,196,72,16,56,3,0,High,13.64,18,Happy,1.03,Physical Display,High,Struggling
P503,6-8,Early,S503,517,44,14,30,4,0,Medium,17.09,33,Frustrated,1.42,VR-based,Low,Struggling
P504,9-12,Early,S504,584,76,44,32,5,1,High,15.42,9,Neutral,1.23,Physical Display,Medium,Struggling
P505,6-8,Early,S505,237,29,4,25,3,1,Medium,25.79,15,Neutral,1.73,VR-based,Low,Struggling
P506,3-5,Early,S506,166,63,23,40,5,1,Medium,11.5,39,Happy,2.8,AR-based,Medium,Struggling
P507,9-12,Developing,S507,254,42,21,21,3,1,Medium,15.37,17,Happy,0.74,AR-based,Low,Struggling
P508,3-5,Early,S508,415,87,27,60,3,0,Medium,26.66,47,Neutral,0.71,VR-based,Low,Struggling
P509,3-5,Advanced,S509,437,38,14,24,0,1,High,17.54,43,Happy,1.93,AR-based,Low,Struggling
P510,9-12,Advanced,S510,248,83,72,11,5,1,Medium,7.17,38,Happy,0.69,VR-based,Low,Struggling
P511,9-12,Advanced,S511,257,42,6,36,0,1,High,7.87,34,Frustrated,1.44,AR-based,Medium,Struggling
P512,6-8,Developing,S512,41,85,85,0,5,1,Medium,26.54,5,Frustrated,2.33,VR-based,Low,Disengaged
P513,3-5,Advanced,S513,49,41,0,41,4,1,High,13.22,23,Happy,0.95,AR-based,Low,Disengaged
P514,6-8,Developing,S514,447,42,28,14,1,0,Medium,13.83,38,Frustrated,1.72,VR-based,Low,Struggling
P515,9-12,Developing,S515,537,47,44,3,1,0,Low,21.49,12,Neutral,0.78,VR-based,High,Disengaged
P516,6-8,Early,S516,344,82,77,5,4,0,Medium,13.7,25,Happy,2.93,VR-based,High,Struggling
P517,9-12,Developing,S517,556,52,21,31,0,1,Medium,18.03,18,Frustrated,1.14,Physical Display,Low,Struggling
P518,9-12,Advanced,S518,456,68,49,19,2,1,Medium,27.63,35,Neutral,0.85,AR-based,Medium,Struggling
P519,3-5,Early,S519,153,67,51,16,2,1,Medium,27.87,11,Neutral,0.95,AR-based,Medium,Struggling
P520,9-12,Early,S520,508,87,31,56,5,0,Medium,18.76,18,Frustrated,1.44,AR-based,High,Struggling
P521,9-12,Early,S521,569,39,15,24,3,1,High,8.46,40,Frustrated,1.1,Physical Display,Medium,Struggling
P522,6-8,Developing,S522,316,93,36,57,2,1,High,12.87,20,Happy,2.41,VR-based,High,Struggling
P523,3-5,Developing,S523,324,44,35,9,5,1,High,26.44,25,Happy,2.69,VR-based,Low,Optimal
P524,9-12,Early,S524,598,45,43,2,0,0,Medium,7.05,39,Neutral,2.63,Physical Display,Medium,Struggling
P525,9-12,Developing,S525,79,81,42,39,2,1,High,24.96,36,Frustrated,1.09,AR-based,High,Struggling
P526,6-8,Developing,S526,480,81,76,5,1,0,High,23.76,47,Happy,0.64,Physical Display,High,Optimal
P527,6-8,Advanced,S527,286,21,11,10,0,0,Low,22.4,44,Frustrated,2.33,AR-based,Low,Disengaged
P528,3-5,Early,S528,350,98,67,31,1,0,Medium,25.22,31,Happy,2.01,AR-based,Low,Struggling
P529,3-5,Advanced,S529,503,49,17,32,2,1,Medium,27.83,13,Happy,0.64,Physical Display,Low,Struggling
P530,6-8,Advanced,S530,401,50,15,35,3,1,Low,26.31,49,Neutral,1.04,AR-based,Medium,Disengaged
P531,3-5,Early,S531,363,93,90,3,0,0,Low,27.41,24,Frustrated,1.17,Physical Display,Medium,Disengaged
P532,6-8,Developing,S532,471,16,9,7,3,1,Low,9.22,28,Frustrated,2.48,VR-based,High,Disengaged
P533,3-5,Early,S533,266,92,69,23,2,0,Medium,22.29,37,Neutral,0.66,Physical Display,Low,Struggling
P534,3-5,Developing,S534,467,11,2,9,0,1,Medium,22.8,18,Happy,1.81,VR-based,Low,Struggling
P535,9-12,Advanced,S535,401,64,29,35,2,0,High,14.5,50,Happy,2.96,VR-based,High,Struggling
P536,9-12,Developing,S536,141,64,64,0,0,1,High,12.78,17,Happy,2.92,VR-based,Medium,Optimal
P537,3-5,Advanced,S537,508,52,42,10,4,0,High,13.32,19,Happy,2.42,AR-based,High,Optimal
P538,6-8,Advanced,S538,92,18,7,11,0,1,Medium,17.96,40,Happy,0.92,VR-based,Low,Struggling
P539,3-5,Developing,S539,246,20,16,4,3,1,Low,10.12,36,Frustrated,1.04,AR-based,High,Disengaged
P540,9-12,Advanced,S540,291,57,49,8,1,1,Medium,9.49,16,Neutral,1.24,Physical Display,Low,Struggling
P541,6-8,Developing,S541,133,86,81,5,0,1,High,9.13,44,Frustrated,2.87,Physical Display,High,Optimal
P542,3-5,Advanced,S542,412,25,15,10,0,0,Medium,13.19,27,Neutral,0.72,AR-based,Medium,Struggling
P543,9-12,Advanced,S543,131,18,17,1,4,1,Low,22.72,6,Frustrated,2.74,AR-based,High,Disengaged
P544,9-12,Advanced,S544,114,56,11,45,3,0,High,15.7,29,Frustrated,0.92,VR-based,Low,Struggling
P545,6-8,Early,S545,65,70,36,34,4,1,Low,23.55,19,Frustrated,2.45,VR-based,Medium,Disengaged
P546,9-12,Early,S546,381,27,2,25,0,0,High,22.65,26,Frustrated,1.91,AR-based,Low,Struggling
P547,6-8,Early,S547,43,99,3,96,4,1,Medium,6.88,6,Happy,2.07,AR-based,Medium,Disengaged
P548,6-8,Advanced,S548,586,73,13,60,3,0,High,13.75,41,Neutral,2.51,AR-based,Medium,Struggling
P549,9-12,Early,S549,184,13,10,3,5,1,High,18.33,12,Frustrated,0.81,Physical Display,Medium,Optimal
P550,3-5,Early,S550,461,34,22,12,2,0,High,25.06,13,Neutral,1.65,AR-based,High,Struggling
P551,6-8,Developing,S551,176,84,10,74,4,0,Medium,21.13,9,Neutral,2.34,Physical Display,Low,Struggling
P552,9-12,Developing,S552,100,60,15,45,0,0,High,11.24,43,Frustrated,0.96,Physical Display,High,Struggling
P553,3-5,Advanced,S553,465,73,48,25,3,0,Medium,22.92,25,Frustrated,2.42,VR-based,Medium,Struggling
P554,3-5,Developing,S554,528,59,53,6,3,0,High,6.28,8,Neutral,1.63,Physical Display,Medium,Optimal
P555,9-12,Developing,S555,406,77,52,25,5,0,High,17.85,14,Frustrated,2.51,Physical Display,Low,Struggling
P556,6-8,Early,S556,155,58,56,2,3,0,Medium,5.24,11,Neutral,2.17,VR-based,Medium,Struggling
P557,6-8,Advanced,S557,306,61,45,16,3,1,High,22.95,10,Frustrated,2.92,Physical Display,High,Optimal
P558,6-8,Developing,S558,475,31,3,28,4,0,High,16.72,10,Happy,1.09,VR-based,Low,Struggling
P559,3-5,Developing,S559,61,74,15,59,2,0,High,26.79,40,Neutral,0.95,AR-based,High,Struggling
P560,6-8,Advanced,S560,138,51,4,47,1,0,High,18.76,35,Frustrated,2.48,Physical Display,Low,Struggling
P561,6-8,Early,S561,559,96,94,2,0,1,High,21.11,37,Happy,1.35,AR-based,Medium,Optimal
P562,3-5,Advanced,S562,268,74,9,65,5,0,Low,22.48,28,Happy,0.51,Physical Display,Low,Disengaged
P563,3-5,Advanced,S563,572,80,78,2,0,1,High,10.7,43,Happy,0.61,VR-based,Medium,Optimal
P564,3-5,Advanced,S564,372,27,4,23,0,1,Low,27.66,20,Frustrated,2.77,VR-based,Medium,Disengaged
P565,9-12,Advanced,S565,60,42,3,39,1,0,High,18.22,18,Happy,0.83,VR-based,Low,Struggling
P566,3-5,Advanced,S566,357,93,7,86,0,0,High,28.25,28,Happy,0.7,VR-based,Medium,Struggling
P567,6-8,Developing,S567,321,52,23,29,1,1,Medium,9.12,39,Frustrated,1.73,AR-based,Medium,Struggling
P568,6-8,Advanced,S568,289,28,7,21,1,0,Medium,29.01,33,Neutral,2.82,Physical Display,Low,Struggling
P569,6-8,Developing,S569,411,62,48,14,2,1,Medium,17.3,16,Happy,0.62,VR-based,High,Struggling
P570,3-5,Advanced,S570,290,88,16,72,1,0,Medium,15.91,18,Neutral,2.71,AR-based,High,Struggling
P571,3-5,Developing,S571,53,48,27,21,4,1,Medium,18.63,38,Neutral,1.51,Physical Display,High,Disengaged
P572,3-5,Developing,S572,533,85,17,68,0,0,Medium,7.97,27,Frustrated,1.35,Physical Display,Medium,Struggling
P573,3-5,Advanced,S573,176,24,16,8,5,0,High,25.59,10,Frustrated,1.5,AR-based,Low,Struggling
P574,6-8,Advanced,S574,42,41,32,9,5,1,Low,26.38,33,Neutral,1.79,Physical Display,Low,Disengaged
P575,6-8,Advanced,S575,154,37,24,13,4,0,Low,10.71,35,Frustrated,0.72,VR-based,Medium,Disengaged
P576,6-8,Developing,S576,293,30,3,27,1,1,Medium,8.1,12,Happy,1.82,Physical Display,High,Struggling
P577,6-8,Early,S577,323,45,20,25,0,1,High,29.17,10,Happy,0.68,Physical Display,Medium,Struggling
P578,3-5,Early,S578,345,94,19,75,0,0,Medium,5.05,11,Frustrated,2.34,VR-based,High,Struggling
P579,6-8,Advanced,S579,255,11,4,7,4,0,High,24.3,7,Frustrated,1.31,Physical Display,High,Struggling
P580,9-12,Developing,S580,528,67,63,4,0,0,High,16.54,31,Happy,1.2,VR-based,Medium,Optimal
P581,9-12,Early,S581,463,18,1,17,5,1,High,20.16,40,Frustrated,3.0,VR-based,High,Struggling
P582,3-5,Early,S582,83,97,28,69,2,0,High,9.22,37,Frustrated,1.47,VR-based,Medium,Struggling
P583,6-8,Early,S583,452,42,41,1,5,0,High,7.56,40,Frustrated,1.98,AR-based,Low,Optimal
P584,9-12,Advanced,S584,268,45,35,10,1,0,Medium,27.81,32,Neutral,2.74,VR-based,High,Struggling
P585,9-12,Advanced,S585,133,74,50,24,0,0,Low,26.25,50,Neutral,2.29,Physical Display,High,Disengaged
P586,3-5,Developing,S586,256,19,2,17,5,0,Medium,9.54,5,Frustrated,1.88,VR-based,Medium,Struggling
P587,9-12,Early,S587,419,11,8,3,4,1,Medium,7.24,32,Frustrated,1.98,VR-based,Medium,Struggling
P588,6-8,Developing,S588,152,69,22,47,0,1,Medium,16.07,49,Frustrated,2.5,AR-based,Low,Struggling
P589,6-8,Advanced,S589,137,21,13,8,1,0,Low,28.49,23,Happy,0.81,AR-based,Low,Disengaged
P590,9-12,Developing,S590,267,74,42,32,4,0,High,16.43,13,Happy,2.96,AR-based,High,Struggling
P591,3-5,Developing,S591,70,17,7,10,0,0,Medium,29.69,43,Frustrated,1.35,Physical Display,Medium,Struggling
P592,9-12,Early,S592,82,35,35,0,2,1,Low,28.81,28,Neutral,1.77,AR-based,Medium,Disengaged
P593,6-8,Developing,S593,554,20,2,18,0,1,Medium,5.81,47,Neutral,0.83,AR-based,High,Struggling
P594,9-12,Early,S594,392,32,26,6,4,0,Low,20.72,14,Neutral,2.02,AR-based,High,Disengaged
P595,3-5,Early,S595,313,88,66,22,1,0,High,12.22,36,Frustrated,2.9,VR-based,Medium,Optimal
P596,3-5,Developing,S596,345,44,38,6,2,0,High,9.89,30,Frustrated,1.67,AR-based,Low,Optimal
P597,9-12,Advanced,S597,184,44,7,37,1,0,Low,26.47,28,Frustrated,2.37,AR-based,High,Disengaged
P598,3-5,Developing,S598,199,76,26,50,1,0,Low,7.37,46,Neutral,1.33,VR-based,Medium,Disengaged
P599,6-8,Advanced,S599,490,74,8,66,1,1,High,24.34,13,Neutral,1.51,AR-based,Low,Struggling
P600,3-5,Developing,S600,148,58,8,50,0,0,High,9.02,41,Neutral,2.66,Physical Display,High,Struggling
P601,9-12,Early,S601,334,35,30,5,2,1,Low,9.1,25,Frustrated,0.92,VR-based,Low,Disengaged
P602,6-8,Advanced,S602,207,10,0,10,3,0,Medium,25.46,9,Neutral,2.38,Physical Display,Medium,Struggling
P603,3-5,Advanced,S603,434,36,22,14,3,1,Medium,10.59,32,Happy,2.15,AR-based,High,Struggling
P604,6-8,Advanced,S604,84,32,29,3,0,1,Medium,10.11,12,Happy,2.17,AR-based,High,Struggling
P605,9-12,Developing,S605,441,90,77,13,4,0,Medium,22.94,23,Neutral,2.68,Physical Display,High,Struggling
P606,9-12,Early,S606,210,57,14,43,0,0,High,12.86,26,Frustrated,2.06,AR-based,Low,Struggling
P607,3-5,Developing,S607,239,79,62,17,3,1,Low,20.0,5,Neutral,1.0,VR-based,Medium,Disengaged
P608,3-5,Advanced,S608,336,59,18,41,2,1,Medium,29.8,9,Happy,0.9,VR-based,Low,Struggling
P609,9-12,Advanced,S609,584,98,18,80,3,0,Medium,29.33,37,Frustrated,1.45,Physical Display,Medium,Struggling
P610,6-8,Developing,S610,182,55,34,21,1,1,Medium,21.38,11,Neutral,2.81,VR-based,High,Struggling
P611,9-12,Developing,S611,157,19,3,16,1,1,High,24.91,5,Frustrated,0.67,VR-based,Medium,Struggling
P612,3-5,Developing,S612,153,74,9,65,0,0,High,24.78,31,Frustrated,0.67,VR-based,Low,Struggling
P613,9-12,Early,S613,120,37,7,30,1,1,Medium,29.85,18,Frustrated,1.39,VR-based,High,Struggling
P614,6-8,Early,S614,358,45,28,17,4,0,High,24.07,26,Happy,1.15,AR-based,Medium,Struggling
P615,6-8,Advanced,S615,379,85,53,32,2,1,Medium,29.54,16,Neutral,1.39,VR-based,Low,Struggling
P616,6-8,Developing,S616,334,11,9,2,4,1,Medium,22.01,36,Happy,2.1,Physical Display,Low,Struggling
P617,3-5,Advanced,S617,583,73,47,26,5,0,Medium,27.86,5,Neutral,2.81,Physical Display,High,Struggling
P618,6-8,Advanced,S618,388,29,21,8,4,0,Medium,5.03,39,Neutral,1.13,Physical Display,High,Struggling
P619,9-12,Developing,S619,434,84,54,30,3,1,High,29.28,23,Frustrated,2.97,Physical Display,High,Struggling
P620,9-12,Advanced,S620,272,75,1,74,4,0,Low,14.55,8,Frustrated,0.66,Physical Display,High,Disengaged
P621,9-12,Developing,S621,72,91,71,20,2,0,High,8.2,30,Happy,1.99,AR-based,Low,Optimal
P622,9-12,Early,S622,442,70,57,13,4,0,Low,12.41,33,Neutral,2.79,VR-based,High,Disengaged
P623,9-12,Developing,S623,262,85,42,43,5,1,High,27.5,40,Frustrated,0.75,AR-based,Medium,Struggling
P624,9-12,Developing,S624,284,51,18,33,3,0,Low,29.81,12,Frustrated,0.6,AR-based,High,Disengaged
P625,6-8,Early,S625,499,51,39,12,1,1,High,23.03,39,Frustrated,0.69,AR-based,Medium,Optimal
P626,6-8,Advanced,S626,62,76,53,23,5,1,High,17.12,11,Happy,2.89,Physical Display,Low,Struggling
P627,3-5,Early,S627,513,37,33,4,5,1,Low,16.06,24,Neutral,0.52,Physical Display,High,Disengaged
P628,6-8,Developing,S628,527,47,24,23,3,0,Medium,13.29,15,Frustrated,2.01,VR-based,Medium,Struggling
P629,6-8,Developing,S629,194,68,60,8,5,1,Medium,28.03,14,Frustrated,1.28,VR-based,High,Struggling
P630,3-5,Early,S630,198,91,40,51,0,1,Medium,25.28,39,Neutral,0.7,VR-based,Low,Struggling
P631,9-12,Early,S631,485,76,20,56,2,1,Medium,18.91,30,Frustrated,2.13,AR-based,Low,Struggling
P632,6-8,Early,S632,45,70,32,38,0,1,High,10.88,17,Happy,1.86,Physical Display,High,Disengaged
P633,6-8,Early,S633,316,50,49,1,1,0,High,26.18,7,Frustrated,1.38,AR-based,Medium,Optimal
P634,9-12,Advanced,S634,336,46,41,5,4,0,Medium,25.09,18,Happy,1.33,Physical Display,High,Struggling
P635,3-5,Early,S635,40,20,13,7,1,0,Medium,22.27,8,Frustrated,1.85,AR-based,Medium,Disengaged
P636,6-8,Developing,S636,363,52,49,3,4,1,Low,19.11,32,Neutral,3.0,VR-based,High,Disengaged
P637,9-12,Early,S637,320,89,50,39,5,0,Medium,25.85,46,Frustrated,1.39,AR-based,High,Struggling
P638,9-12,Developing,S638,452,39,28,11,2,1,Medium,26.83,10,Frustrated,0.55,AR-based,Medium,Struggling
P639,9-12,Early,S639,120,59,41,18,4,1,Medium,21.6,18,Neutral,1.24,VR-based,Medium,Struggling
P640,3-5,Early,S640,580,96,96,0,5,0,Medium,16.74,5,Happy,1.38,VR-based,Medium,Struggling
P641,9-12,Developing,S641,153,26,11,15,0,0,High,29.51,37,Neutral,1.61,VR-based,Medium,Struggling
P642,3-5,Advanced,S642,98,89,17,72,1,1,Medium,10.34,24,Happy,1.28,Physical Display,High,Struggling
P643,6-8,Early,S643,496,41,25,16,3,1,Medium,28.38,40,Happy,2.28,VR-based,High,Struggling
P644,3-5,Developing,S644,306,18,15,3,0,0,High,11.09,44,Neutral,2.65,Physical Display,High,Optimal
P645,3-5,Developing,S645,600,68,44,24,2,0,Medium,27.98,40,Frustrated,1.99,VR-based,High,Struggling
P646,6-8,Advanced,S646,178,56,9,47,3,1,Medium,16.47,11,Neutral,1.2,Physical Display,High,Struggling
P647,3-5,Developing,S647,592,52,33,19,5,1,Medium,15.68,37,Frustrated,2.64,VR-based,High,Struggling
P648,3-5,Early,S648,441,39,21,18,4,0,Medium,28.9,35,Frustrated,2.54,Physical Display,Medium,Struggling
P649,9-12,Advanced,S649,240,12,2,10,1,0,High,23.31,37,Neutral,1.31,VR-based,Medium,Struggling
P650,6-8,Developing,S650,205,85,16,69,3,1,Medium,29.7,24,Neutral,0.95,VR-based,High,Struggling
P651,3-5,Advanced,S651,254,81,16,65,5,0,High,19.97,37,Happy,0.71,AR-based,Low,Struggling
P652,9-12,Developing,S652,381,97,82,15,1,0,High,13.54,9,Neutral,2.0,Physical Display,Medium,Optimal
P653,3-5,Early,S653,573,38,13,25,1,1,Medium,10.71,8,Frustrated,1.51,VR-based,Low,Struggling
P654,6-8,Early,S654,444,52,20,32,4,0,Medium,22.48,25,Frustrated,2.93,Physical Display,Medium,Struggling
P655,9-12,Early,S655,368,66,46,20,2,1,High,22.42,46,Neutral,2.62,AR-based,Low,Struggling
P656,9-12,Advanced,S656,489,22,13,9,0,1,High,13.93,12,Neutral,0.73,VR-based,Low,Struggling
P657,3-5,Advanced,S657,315,20,6,14,0,0,High,9.9,9,Frustrated,2.3,Physical Display,Low,Struggling
P658,6-8,Advanced,S658,360,44,26,18,5,1,High,5.67,31,Frustrated,2.24,VR-based,High,Struggling
P659,3-5,Advanced,S659,272,50,20,30,5,0,High,29.86,40,Frustrated,1.61,Physical Display,Medium,Struggling
P660,3-5,Developing,S660,521,72,1,71,1,1,High,28.27,10,Frustrated,1.91,Physical Display,Medium,Struggling
P661,9-12,Advanced,S661,446,79,38,41,4,1,High,10.69,40,Neutral,2.72,AR-based,High,Struggling
P662,3-5,Early,S662,448,34,29,5,0,0,High,9.77,37,Neutral,1.21,Physical Display,Medium,Optimal
P663,3-5,Advanced,S663,465,10,0,10,5,0,High,16.22,24,Happy,0.79,AR-based,High,Struggling
P664,3-5,Early,S664,595,79,1,78,2,1,Medium,11.83,10,Happy,0.52,VR-based,Medium,Struggling
P665,3-5,Early,S665,446,46,32,14,5,0,Low,25.34,16,Frustrated,0.54,AR-based,Medium,Disengaged
P666,9-12,Advanced,S666,37,97,30,67,1,0,Low,6.59,12,Neutral,0.82,AR-based,High,Disengaged
P667,6-8,Developing,S667,300,38,0,38,4,0,High,29.62,15,Frustrated,1.4,VR-based,High,Struggling
P668,9-12,Advanced,S668,460,85,34,51,4,1,Medium,19.22,34,Happy,0.84,AR-based,High,Struggling
P669,3-5,Advanced,S669,396,14,8,6,0,0,Low,12.56,12,Neutral,1.77,AR-based,Low,Disengaged
P670,6-8,Developing,S670,431,77,40,37,1,1,Low,17.34,23,Frustrated,0.98,AR-based,Low,Disengaged
P671,3-5,Advanced,S671,204,13,6,7,1,1,High,10.62,7,Happy,2.27,AR-based,Low,Struggling
P672,9-12,Developing,S672,149,92,43,49,3,1,Low,21.09,35,Frustrated,1.7,Physical Display,Medium,Disengaged
P673,6-8,Advanced,S673,593,43,25,18,3,1,High,8.55,42,Frustrated,2.78,AR-based,Medium,Struggling
P674,6-8,Early,S674,484,48,13,35,2,0,Low,26.31,12,Frustrated,1.48,VR-based,High,Disengaged
P675,6-8,Advanced,S675,322,33,20,13,5,0,Medium,8.57,20,Frustrated,1.96,AR-based,Low,Struggling
P676,6-8,Developing,S676,33,90,48,42,0,0,High,19.71,35,Happy,1.71,Physical Display,High,Disengaged
P677,6-8,Advanced,S677,378,25,17,8,0,1,High,9.57,40,Happy,1.21,AR-based,Low,Struggling
P678,9-12,Early,S678,358,61,25,36,1,1,High,19.6,48,Neutral,2.72,Physical Display,High,Struggling
P679,3-5,Early,S679,431,20,19,1,2,0,Medium,28.67,48,Neutral,2.39,Physical Display,High,Struggling
P680,6-8,Early,S680,482,59,50,9,4,1,Medium,10.5,18,Happy,2.88,VR-based,Low,Struggling
P681,6-8,Advanced,S681,395,69,22,47,0,0,High,8.63,16,Neutral,2.36,AR-based,High,Struggling
P682,3-5,Early,S682,459,72,25,47,4,0,Medium,24.74,36,Neutral,2.37,Physical Display,High,Struggling
P683,6-8,Developing,S683,310,94,24,70,4,0,Medium,23.89,34,Happy,2.22,VR-based,High,Struggling
P684,6-8,Developing,S684,590,19,14,5,3,1,Medium,21.14,33,Frustrated,2.93,Physical Display,Low,Struggling
P685,6-8,Advanced,S685,276,39,13,26,3,1,Medium,17.6,23,Frustrated,0.68,AR-based,Low,Struggling
P686,3-5,Advanced,S686,66,74,25,49,5,0,Medium,24.18,13,Happy,2.24,AR-based,Medium,Struggling
P687,9-12,Advanced,S687,174,68,50,18,1,1,Low,10.42,27,Happy,0.62,VR-based,Low,Disengaged
P688,3-5,Early,S688,429,80,43,37,1,0,High,12.96,41,Frustrated,0.67,AR-based,High,Struggling
P689,9-12,Developing,S689,100,59,25,34,5,1,High,16.81,47,Happy,1.56,AR-based,Medium,Struggling
P690,9-12,Advanced,S690,148,58,26,32,5,1,High,17.15,20,Frustrated,2.59,VR-based,High,Struggling
P691,9-12,Early,S691,40,97,65,32,1,1,High,27.63,28,Happy,2.68,Physical Display,Medium,Disengaged
P692,6-8,Developing,S692,219,48,35,13,1,1,Medium,28.8,26,Frustrated,2.0,VR-based,High,Struggling
P693,9-12,Advanced,S693,374,94,59,35,1,0,Medium,10.97,19,Neutral,2.86,VR-based,Low,Struggling
P694,3-5,Early,S694,201,87,59,28,4,0,High,12.24,29,Happy,1.82,Physical Display,Medium,Struggling
P695,6-8,Advanced,S695,124,57,48,9,1,1,High,29.72,41,Neutral,2.85,VR-based,Low,Optimal
P696,6-8,Advanced,S696,141,97,97,0,2,1,Medium,24.5,35,Neutral,2.38,AR-based,High,Struggling
P697,6-8,Advanced,S697,172,76,46,30,4,1,Medium,14.43,44,Happy,0.68,Physical Display,High,Struggling
P698,6-8,Advanced,S698,164,16,14,2,1,0,High,24.91,20,Neutral,0.92,Physical Display,High,Optimal
P699,3-5,Advanced,S699,553,13,10,3,2,0,Medium,19.53,38,Neutral,1.12,AR-based,Medium,Struggling
P700,3-5,Developing,S700,80,27,2,25,5,1,Low,9.74,42,Happy,2.75,Physical Display,Low,Disengaged
P701,9-12,Advanced,S701,487,81,78,3,4,1,Medium,8.51,37,Neutral,2.1,Physical Display,Medium,Struggling
P702,3-5,Early,S702,386,71,59,12,3,1,High,26.74,12,Neutral,1.52,AR-based,Medium,Optimal
P703,6-8,Advanced,S703,231,34,3,31,5,1,Low,5.67,43,Neutral,2.45,AR-based,Low,Disengaged
P704,9-12,Developing,S704,571,70,15,55,5,1,Medium,22.45,10,Happy,0.53,VR-based,Medium,Struggling
P705,6-8,Advanced,S705,259,62,6,56,1,0,High,10.41,50,Frustrated,1.47,VR-based,High,Struggling
P706,3-5,Advanced,S706,318,23,3,20,0,0,Medium,18.67,50,Neutral,0.52,AR-based,High,Struggling
P707,9-12,Early,S707,265,23,17,6,4,1,Medium,13.4,32,Frustrated,1.46,Physical Display,High,Struggling
P708,9-12,Developing,S708,345,100,65,35,5,1,Medium,7.85,18,Happy,1.9,VR-based,Low,Struggling
P709,3-5,Developing,S709,164,90,67,23,5,1,High,10.64,28,Happy,2.95,Physical Display,High,Optimal
P710,9-12,Developing,S710,499,63,33,30,3,1,Medium,17.1,26,Frustrated,2.61,VR-based,Low,Struggling
P711,9-12,Advanced,S711,228,45,23,22,1,1,High,26.22,41,Frustrated,0.64,AR-based,Low,Struggling
P712,3-5,Early,S712,446,21,16,5,5,1,Low,27.3,30,Neutral,1.51,VR-based,High,Disengaged
P713,9-12,Developing,S713,316,77,67,10,1,0,Medium,25.53,27,Frustrated,1.33,Physical Display,Low,Struggling
P714,9-12,Advanced,S714,114,42,12,30,1,0,Low,21.19,11,Neutral,2.12,AR-based,Low,Disengaged
P715,6-8,Developing,S715,419,73,40,33,3,0,Medium,21.94,19,Neutral,1.05,AR-based,Low,Struggling
P716,6-8,Developing,S716,30,41,37,4,4,1,Medium,5.83,38,Happy,0.58,AR-based,High,Disengaged
